label,model_input,model_output,segmented_output,factuality,deberta_finetuned,roberta_finetuned,bart_fintuned,gemma_foundation,gemma_finetuned
bad_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: low checking account balance, short employment history, high installment rate exceeding the average, and being a foreign worker.  These factors suggest a higher risk of defaulting on loans and payments.  Additionally, the lack of a registered phone number and the presence of other debtors further contribute to a negative credit profile. 
","low checking account balance; short employment history; high installment rate exceeding the average; and being a foreign worker;  Additionally, the lack of a registered phone number and the presence of other debtors further contribute to a negative credit profile","Additionally, the lack of a registered phone number and the presence of other debtors further contribute to a negative credit profile","Additionally, the lack of a registered phone number and the presence of other debtors further contribute to a negative credit profile","Additionally, the lack of a registered phone number and the presence of other debtors further contribute to a negative credit profile","Additionally, the lack of a registered phone number and the presence of other debtors further contribute to a negative credit profile","Additionally, the lack of a registered phone number and the presence of other debtors further contribute to a negative credit profile",
bad_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness:

* **Low balance in checking and savings accounts:** This suggests potential financial instability and difficulty managing funds.
* **Shorter loan duration than average:** While not inherently bad, it could indicate a lack of financial history or a need for quick access to funds.
* **Lower loan amount than average:** This could be a sign of limited financial resources or a lack of credit history.
* **High installment rate compared to disposable income:** This indicates a significant financial burden and potential difficulty meeting loan obligations.
* **Foreign worker status:** This could raise concerns about employment stability and ability to repay loans. 
* **Lack of registered phone:** This could indicate a lack of communication and potential difficulty in establishing a reliable credit history. 
","Low balance in checking and savings accounts, This suggests potential financial instability and difficulty managing funds; Shorter loan duration than average, While not inherently bad, it could indicate a lack of financial history or a need for quick access to funds; Lower loan amount than average, This could be a sign of limited financial resources or a lack of credit history; High installment rate compared to disposable income, This indicates a significant financial burden and potential difficulty meeting loan obligations; Foreign worker status, This could raise concerns about employment stability and ability to repay loans; Lack of registered phone, This could indicate a lack of communication and potential difficulty in establishing a reliable credit history",,,,,,
bad_credit,Checking account is negative balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is a co-applicant for other debts; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness. A negative checking account balance, a loan duration shorter than the average, a loan amount exceeding the average, a low saving account balance, and a foreign worker status all point towards potential financial instability. The combination of these factors, coupled with the other debtors being a co-applicant, suggests a higher risk of defaulting on loans.  
","A negative checking account balance; a loan duration shorter than the average; a loan amount exceeding the average; a low saving account balance; and a foreign worker status all point towards potential financial instability; The combination of these factors, coupled with the other debtors being a co-applicant, suggests a higher risk of defaulting on loans",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans are stores; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: a negative checking account balance, a long loan duration exceeding the majority of cases, a high loan amount exceeding the majority of cases, a low saving account balance, a high installment rate exceeding the majority of cases, and a history of other installment plans.  Additionally, the customer is a foreign worker, which can be a significant factor in creditworthiness assessments.  The combination of these factors suggests a higher risk of default and therefore a ""bad credit"" rating. 
","a negative checking account balance; a long loan duration exceeding the majority of cases; a high loan amount exceeding the majority of cases; a low saving account balance; a high installment rate exceeding the majority of cases; and a history of other installment plans; Additionally, the customer is a foreign worker, which can be a significant factor in creditworthiness assessments",,,,,,
bad_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit:  

* **Low checking account balance:**  This suggests potential financial instability and difficulty managing cash flow.
* **Shorter loan duration:**  This could indicate a lack of financial history or a high risk of default.
* **Lower loan amount:**  While not inherently bad, it could suggest a lower income or limited financial resources.
* **High installment rate:**  This indicates a significant portion of disposable income is allocated to debt payments, potentially leading to financial strain.
* **Foreign worker status:**  This could raise concerns about employment stability and ability to repay loans. 
* **Lack of registered phone:**  This could indicate a lack of communication and potential difficulty in establishing a reliable credit history. 
","Low checking account balance, This suggests potential financial instability and difficulty managing cash flow;  Shorter loan duration, This could indicate a lack of financial history or a high risk of default; Lower loan amount, While not inherently bad, it could suggest a lower income or limited financial resources; High installment rate, This indicates a significant portion of disposable income is allocated to debt payments, potentially leading to financial strain; Foreign worker status, This could raise concerns about employment stability and ability to repay loans; Lack of registered phone, This could indicate a lack of communication and potential difficulty in establishing a reliable credit history",,,,,,
bad_credit,Checking account is negative balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: a negative checking account balance, a loan amount exceeding 50% of all cases, a low saving account balance, and a shorter loan duration than the average.  Additionally, the foreign worker status and lack of a registered phone number raise concerns about the customer's reliability and financial stability. 
","a negative checking account balance; a loan amount exceeding 50% of all cases; a low saving account balance; and a shorter loan duration than the average; Additionally,  the foreign worker status and lack of a registered phone number raise concerns about the customer's reliability and financial stability",,,,,,
bad_credit,Checking account is negative balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: a negative checking account balance, a short loan duration, a low loan amount, a low saving account balance, and a foreign worker status. These factors suggest potential financial instability and a lack of financial responsibility. Additionally, the low disposable income and the presence of other debtors further contribute to the negative assessment. 
","a negative checking account balance; a short loan duration; a low loan amount; a low saving account balance; and a foreign worker status; Additionally, the low disposable income and the presence of other debtors further contribute to the negative assessment","Additionally, the low disposable income and the presence of other debtors further contribute to the negative assessment","Additionally, the low disposable income and the presence of other debtors further contribute to the negative assessment","Additionally, the low disposable income and the presence of other debtors further contribute to the negative assessment","Additionally, the low disposable income and the presence of other debtors further contribute to the negative assessment",,
bad_credit,Checking account is negative balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is unemployed; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: negative checking account balance, shorter loan duration than average, lower loan amount than average, low saving account balance, unemployment, high installment rate exceeding average, and being a foreign worker. These factors suggest a lack of financial stability and responsibility, making it risky to extend credit. 
",negative checking account balance; shorter loan duration than average; lower loan amount than average; low saving account balance; unemployment; high installment rate exceeding average; and being a foreign worker,,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: low balance in both checking and savings accounts, a long loan duration exceeding the average, a low loan amount compared to the bank's average, a high installment rate exceeding the average, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",low balance in both checking and savings accounts; a long loan duration exceeding the average; a low loan amount compared to the bank's average; a high installment rate exceeding the average; and a foreign worker status,,,,,,
bad_credit,Checking account is negative balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness: a negative checking account balance, a shorter loan duration than the average, a lower loan amount than the average, a low balance in their saving account, a high installment rate exceeding the average, and a history of being a foreign worker. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",a negative checking account balance; a shorter loan duration than the average; a lower loan amount than the average; a low balance in their saving account; a high installment rate exceeding the average; and a history of being a foreign worker,,,,,,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is unemployed; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: low balance in both checking and savings accounts, a longer-than-average loan duration, a lower-than-average loan amount, unemployment, and a low installment rate.  Additionally, the foreign worker status and the lack of a skilled job further contribute to a negative credit profile. 
","low balance in both checking and savings accounts; a longer-than-average loan duration; a lower-than-average loan amount; unemployment; and a low installment rate; Additionally,  the foreign worker status and the lack of a skilled job further contribute to a negative credit profile",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: a negative checking account balance, a long loan duration exceeding the average, a high loan amount exceeding the average, a low saving account balance, a short employment history, a low installment rate compared to the average, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",a negative checking account balance; a long loan duration exceeding the average; a high loan amount exceeding the average; a low saving account balance; a short employment history; a low installment rate compared to the average; and a foreign worker status,,,,,,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is unemployed; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is older than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: 
* **Unemployed:**  This indicates a lack of stable income, a major factor in creditworthiness.
* **High Installment Rate:**  A high percentage of disposable income dedicated to installments suggests potential financial strain.
* **Foreign Worker:**  This could indicate a lack of established credit history in the country.
* **Other Installment Plans:**  Having multiple installment plans suggests potential financial instability. 
* **Property is Real Estate:** While this is not inherently bad, it can be a sign of a larger debt burden. 
* **Job is Not a Skilled Employee:** This suggests a lower earning potential, further impacting creditworthiness. 


","Unemployed, This indicates a lack of stable income, a major factor in creditworthiness; High Installment Rate, A high percentage of disposable income dedicated to installments suggests potential financial strain; Foreign Worker, This could indicate a lack of established credit history in the country; Other Installment Plans,  Having multiple installment plans suggests potential financial instability; Property is Real Estate, While this is not inherently bad,  it can be a sign of a larger debt burden; Job is Not a Skilled Employee, This suggests a lower earning potential,  further impacting creditworthiness",,,,,,
bad_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The high loan amount and duration, coupled with a low saving account balance, a short employment history, and a foreign worker status, all point towards a higher risk of default.  Additionally, the lack of a registered phone number and the presence of other installment plans further suggest a lack of financial stability and responsibility. 
","The high loan amount and duration; coupled with a low saving account balance; a short employment history; and a foreign worker status; Additionally, the lack of a registered phone number and the presence of other installment plans further suggest a lack of financial stability and responsibility"," Additionally, the lack of a registered phone number and the presence of other installment plans further suggest a lack of financial stability and responsibility"," Additionally, the lack of a registered phone number and the presence of other installment plans further suggest a lack of financial stability and responsibility"," Additionally, the lack of a registered phone number and the presence of other installment plans further suggest a lack of financial stability and responsibility"," Additionally, the lack of a registered phone number and the presence of other installment plans further suggest a lack of financial stability and responsibility",,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans are stores; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: low balance in both checking and savings accounts, a long loan duration exceeding the majority of cases, a high loan amount exceeding the majority of cases, and a lower disposable income installment rate than the average.  Additionally, the customer is a foreign worker, which can be a significant factor in creditworthiness assessments.  The combination of these factors suggests a higher risk of default. 
","low balance in both checking and savings accounts; a long loan duration exceeding the majority of cases; a high loan amount exceeding the majority of cases; and a lower disposable income installment rate than the average; Additionally, the customer is a foreign worker, which can be a significant factor in creditworthiness assessments",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness: a negative checking account balance, a loan duration exceeding the average, a loan amount below the average, and an installment rate exceeding the average.  Additionally, the foreign worker status and lack of registered phone number further contribute to a negative assessment. 
","a negative checking account balance; a loan duration exceeding the average; a loan amount below the average; and an installment rate exceeding the average; Additionally, the foreign worker status and lack of registered phone number further contribute to a negative assessment",,,,,,
bad_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness: low balance in both checking and savings accounts, a shorter loan duration than the average, a high installment rate exceeding 50% of disposable income, and a history of other installment plans.  Additionally, the foreign worker status and the low balance in accounts suggest potential financial instability. 
","low balance in both checking and savings accounts; a shorter loan duration than the average; a high installment rate exceeding 50% of disposable income; and a history of other installment plans; Additionally, the foreign worker status and the low balance in accounts suggest potential financial instability",,,,,,
bad_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans are banks; Housing is not own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: low balance in both checking and savings accounts, a shorter loan duration than the average, a higher loan amount than the average, and a high installment rate compared to disposable income. Additionally, the foreign worker status and lack of property ownership further contribute to a negative credit profile. 
","low balance in both checking and savings accounts; a shorter loan duration than the average; a higher loan amount than the average; and a high installment rate compared to disposable income; Additionally, the foreign worker status and lack of property ownership further contribute to a negative credit profile",and a high installment rate compared to disposable income,and a high installment rate compared to disposable income,and a high installment rate compared to disposable income,and a high installment rate compared to disposable income,,
bad_credit,Checking account is negative balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness: a negative checking account balance, a short loan duration, a low loan amount, a low saving account balance, a high installment rate exceeding 50% of disposable income, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",a negative checking account balance; a short loan duration; a low loan amount; a low saving account balance; a high installment rate exceeding 50% of disposable income; and a foreign worker status,,,,,,
